id,docente,autor_principal,ano,titulo,tipo_producao,revista_ou_veiculo,editora,cidade,isbn_issn,doi,url,indexacao,jif_jcr_2025,quartil_jcr_2025,pontuacao,observacoes
93,Rafael Dos Santos Henrique,"PESSÔA DOS PRAZERES, THALIANE MAYARA",2025,Sibling's resemblance in health- and performance-related fitness among Brazilian youth,artigo,RETOS,,,19882041,10.47197/retos.v66.110390,,Web of Science (JCR); Scopus (SJR),1.6,Q2,90,
94,Rafael Dos Santos Henrique,"LIMA, T. J. S",2025,"Physical growth, school environment, and birth information in the physical activity of children: A multilevel analysis of ELOS-Pré study",artigo,RETOS,,,19882041,10.47197/retos.v68.109408,,Web of Science (JCR); Scopus (SJR),1.6,Q2,90,
95,Rafael Dos Santos Henrique,"VALLE-MUNOZ, V. M",2025,Effects of resistance training interventions on physical literacy components in children and adolescents: A systematic review with meta-analysis,artigo,Journal Of Public Health-Heidelberg,,,21981833,10.1007/s10389-025-02533-x,,Web of Science (JCR); Scopus (SJR),1.6,Q3,90,
96,Rafael Dos Santos Henrique,"CHALEGRE DA SILVA, LUCAS",2025,Neural and Muscular Determinants of Performance Fatigability Are Independent of Work and Recovery Durations During High-Intensity Interval Exercise in Males,artigo,RESEARCH QUARTERLY FOR EXERCISE AND SPORT,,,02701367,10.1080/02701367.2024.2407891,,Web of Science (JCR); Scopus (SJR),1.6,Q3,90,
97,Rafael Dos Santos Henrique,"FRAGA, JOÃO VICTOR CAVALCANTI",2025,Locomotor profile of a new soccer modality played in 1v1 format,artigo,SPORT SCIENCES FOR HEALTH (TESTO STAMPATO),,,18247490,10.1007/s11332-024-01295-5,,Web of Science (JCR); Scopus (SJR),1.3,Q3,90,
98,Rafael Dos Santos Henrique,"MATOS, M. A",2025,Understanding the mediating role of anthropometry and body composition in the relationship between biological maturation and sport-specific performance in young swimmers,artigo,JOURNAL OF SPORTS SCIENCES,,,02640414,10.1080/02640414.2025.2540202,,Web of Science (JCR); Scopus (SJR),2.5,Q2,90,
99,Rafael Dos Santos Henrique,"EDUARDO FERREIRA MAIA, DOUGLAS",2025,What school environment characteristics influence the physical fitness of low-income schoolchildren?,artigo,RETOS,,,19882041,10.47197/retos.v66.114142,,Web of Science (JCR); Scopus (SJR),1.6,Q2,90,
100,Rafael Dos Santos Henrique,"LIRA FILHO, R. S",2025,Gender differences in children?s physical literacy and physical activity: a network analysis,artigo,REVISTA BRASILEIRA DE ATIVIDADE FÍSICA E SAÚDE,,,23171634,10.12820/rbafs.30e0416,,Scopus (SJR),,,90,
101,Rafael Dos Santos Henrique,"BARROS, T. A. R",2025,Anaerobic speed or power reserve as a key determinant of repeatability in high-intensity efforts,artigo,JOURNAL OF APPLIED PHYSIOLOGY,,,87507587,10.1152/japplphysiol.00700.2025,,Web of Science (JCR); Scopus (SJR),3.3,Q1,90,
102,Rafael Dos Santos Henrique,"BARROS, T. A. R",2025,Is curve sprint performance in soccer related to other speed and power abilities across age categories?,artigo,SPORT SCIENCES FOR HEALTH (TESTO STAMPATO),,,18247490,10.1007/s11332-025-01570-z,,Web of Science (JCR); Scopus (SJR),1.3,Q3,90,
103,Rafael Dos Santos Henrique,"DE SOUZA OLIVEIRA, NAYARA",2025,Gender gap in gross motor coordination among low-income Brazilian children,artigo,Vulnerable Children and Youth Studies (Print),,,17450128,10.1080/17450128.2025.2575325,,Web of Science (JCR); Scopus (SJR),0.9,Q3,90,
104,Rafael Dos Santos Henrique,"PACHECO, A. L. G",2026,Error reduction as a calibration strategy for body composition measurements: A comparison between bioelectrical impedance analysis and dual-energy X-ray absorption,artigo,CLINICAL NUTRITION ESPEN,,,24054577,10.1016/j.clnesp.2025.11.163,,Web of Science (JCR); Scopus (SJR),2.6,Q3,90,
105,Rafael Dos Santos Henrique,"SILVA, V. T. M",2026,Analysis of Factors Associated with Active and Sedentary Behaviors of Children and Adolescents Considering Bronfenbrenner?s Bioecological Theory: A Scoping Review Protocol,artigo,Adolescents,,,26737051,10.3390/adolescents6010009,,Scopus (SJR),,,90,
106,Saulo Fernandes Melo De Oliveira,"OLIVEIRA, S. F. M",2025,Effects of wheelchair sports practice on body composition of people with spinal cord injury,artigo,Revista Brasileira de Cineantropometria e Desempenho Humano,,,19800037,10.1590/1980-0037.2025v27e89829,,Scopus (SJR),,,90,
107,Saulo Fernandes Melo De Oliveira,"Lima, Isael João",2025,PERFIL DAS PESSOAS COM DEFICIÊNCIA NA EDUCAÇÃO FÍSICA: UMA REVISÃO INTEGRATIVA,artigo,Gestus (Vitória de Santo Antão),,,18089712,10.5281/zenodo.16649241,,,,,,
108,Saulo Fernandes Melo De Oliveira,"OLIVEIRA, Saulo",2025,Change of direction profile in parabadminton: the role of impairment type and anthropometric factors,artigo,Advances in Rehabilitation,,,17344948,10.5114/areh.2025.153216,,Scopus (SJR),,,90,
109,Saulo Fernandes Melo De Oliveira,"Paralympic School Games. International Biomechanics, v. 12, p. 7-17, 2025 ISSN/ISBN: 23335432. DOI: 10.1080/23335432.2025.2531944 Qualis 2013/2016: NC | Qualis 2017/2020: NC | Percentil JCR 2022: 0 = NC",2025,Paralympic School Games,artigo,International Biomechanics,,,23335432,10.1080/23335432.2025.2531944,,Scopus (SJR),,,90,
110,Saulo Fernandes Melo De Oliveira,"CARVALHO, IGOR",2025,The association between gaze behavior and parabadminton serves accuracy,artigo,International Journal of Sports Science & Coaching,,,17479541,10.1177/17479541251374289,,Web of Science (JCR); Scopus (SJR),2.1,Q2,90,
111,Saulo Fernandes Melo De Oliveira,"OLIVEIRA, SAULO F. M",2025,Muscle activation in wheelchair Parabadminton: Effects of intensity and racket use,artigo,JOURNAL OF SPINAL CORD MEDICINE,,,10790268,10.1080/10790268.2025.2572229,,Web of Science (JCR); Scopus (SJR),1.5,Q4,90,
112,Saulo Fernandes Melo De Oliveira,"SILVA, D. F",2026,Does mental fatigue influence the accuracy of paralympic boccia players?,artigo,Frontiers In Sports And Active Living,,,26249367,10.3389/fspor.2025.1724991,,Web of Science (JCR); Scopus (SJR),2.6,Q2,90,
113,Saulo Fernandes Melo De Oliveira,"ARRUDA, S. F",2025,Hipnose no esporte: do palco à pista,capitulo,Atualizações em Ciências do Esporte e Exercício,Companhia Editora de Pernambuco (CEPE),Recife,9786554393133,,,,,,45,
114,Tony Meireles Dos Santos,"VIANA, BRUNO",2025,Exercise expectation changes psychophysiological responses to sprint exercise regardless of changes in pacing and performance,artigo,INTERNATIONAL JOURNAL OF SPORT AND EXERCISE PSYCHOLOGY,,,1612197X,10.1080/1612197x.2024.2446329,,Web of Science (JCR); Scopus (SJR),2.3,Q2,90,
115,Tony Meireles Dos Santos,"SANTOS, TONY MEIRELES",2025,Intrinsic judgment error in men?s championship world surf league: WSL 2021,artigo,RETOS,,,19882041,10.47197/retos.v64.106821,,Web of Science (JCR); Scopus (SJR),1.6,Q2,90,
116,Tony Meireles Dos Santos,Santos EL,2025,Integration of cyberculture in physical education courses at federal universities in Northeastern Brazil,artigo,JOURNAL OF PHYSICAL EDUCATION (ONLINE),,,24482455,10.4025/jphyseduc.v36i1.3607,,Scopus (SJR),,,90,
117,Vilde Gomes De Menezes,"CAVALCANTI, THAURUS VINÍCIUS DE OLIVEIRA",2025,Produção científica no campo das políticas públicas de esporte e lazer no Brasil entre 2003 e 2023,artigo,OBSERVATORIO DE LA ECONOMÍA LATINOAMERICANA,,,16968352,10.55905/oelv23n2-040,,,,,,
118,Vilde Gomes De Menezes,"NASCIMENTO, JOSÉ HENRIQUE ARRUDA",2025,Educação em saúde: contribuições para a educação física escolar no contexto brasileiro,artigo,CUADERNOS DE EDUCACIÓN Y DESARROLLO,,,19894155,10.55905/cuadv17n2-073,,,,,,
119,Vilde Gomes De Menezes,"Nhabomba, Humberto Mateus",2025,Impacto da regulamentação do fair play financeiro na sustentabilidade económica e financeira dos clubes de futebol ? uma revisão sistemática da literatura e metanálises,artigo,CONTRIBUCIONES A LAS CIENCIAS SOCIALES,,,19887833,10.55905/revconv.18n.3-210,,,,,,
120,Vilde Gomes De Menezes,"SANTOS, ISABELA NASCIMENTO DOS",2025,Análise da oferta de Políticas Públicas de esportes nas regiões metropolitanas do Brasil,artigo,OBSERVATORIO DE LA ECONOMÍA LATINOAMERICANA,,,16968352,10.55905/oelv23n4-058,,,,,,
121,Vilde Gomes De Menezes,"SANTOS, E. L",2025,Integration of cyberculture in physical education courses at federal universities in Northeastern Brazil,artigo,JOURNAL OF PHYSICAL EDUCATION (ONLINE),,,24482455,10.4025/jphyseduc.v36i1.3607,,Scopus (SJR),,,90,
122,Vilde Gomes De Menezes,"MELO JÚNIOR, GLAUCIANO JOAQUIM DE",2025,Níveis de atividade física em pacientes hipertensos e diabéticos: um estudo na cidade de Caruaru- PE,artigo,OBSERVATORIO DE LA ECONOMÍA LATINOAMERICANA,,,16968352,10.55905/oelv23n4-186,,,,,,
123,Vilde Gomes De Menezes,"Nhabomba, Humberto Mateus",2025,Indicadores da Saúde Financeira dos Clubes de Futebol Profissionais,artigo,REVISTA INTERCONTINENTAL DE GESTÃO DESPORTIVA,,,22373373,10.51995/2237-3373,,,,,,
124,Vilde Gomes De Menezes,"SOUZA, GLEYCE KELLY BATISTA DE",2025,Associação entre comportamento sedentário e custos públicos com doenças crônicas: protocolo de revisão sistemática,artigo,LECTURAS EDUCACIÓN FÍSICA Y DEPORTES,,,15143465,10.46642/efd.v30i324.7472,,,,,,
125,Vilde Gomes De Menezes,"DA HORA FILHO, EDMILTON AMARO",2025,POLÍTICAS PÚBLICAS Y FINANCIACIÓN DE LA EDUCACIÓN EN BRASIL: FUNDEF Y FUNDEB,artigo,LUMEN ET VIRTUS,,,21772789,10.56238/levv16n49-040,,,,,,
126,Vilde Gomes De Menezes,"DA HORA FILHO, EDMILTON AMARO",2025,"POLÍTICAS PÚBLICAS Y LA EVOLUCIÓN HISTÓRICA DEL FINANCIAMIENTO DE LA EDUCACIÓN EN BRASIL: MARCOS JURÍDICOS, AVANCES Y RETROCESO ENTRE 1934 Y 1988",artigo,ARACÊ - DIREITOS HUMANOS EM REVISTA,,,23582472,10.56238/arev7n6-087,,,,,,
127,Vilde Gomes De Menezes,"DA HORA FILHO, EDMILTON AMARO",2025,AFROCENTRICIDAD Y EL DESCUIDO DE LAS POLÍTICAS EDUCATIVAS PARA LAS RELACIONES ÉTNICO-RACIALES,artigo,LUMEN ET VIRTUS,,,21772789,10.56238/levv16n49-041,,,,,,
128,Vilde Gomes De Menezes,"SOUZA, W. L",2025,CONCEPÇÕES DE EDUCAÇÃO EM SAÚDE E SUAS REPERCUSSÕES NA TRAJETÓRIA DE ESTUDANTES DA REDE PÚBLICA ESTADUAL DE ENSINO MÉDIO DE PERNAMBUCO,artigo,EDUCAÇÃO EM FOCO (JUIZ DE FORA),,,01043293,,,,,,,
129,Vilde Gomes De Menezes,"SOUZA, GLEYCE KELLY BATISTA DE",2025,Associação entre comportamento sedentário e gastos públicos com doenças crônicas em adultos e idosos não institucionalizados: uma revisão sistemática,artigo,OBSERVATORIO DE LA ECONOMÍA LATINOAMERICANA,,,16968352,10.55905/oelv23n7-099,,,,,,
130,Vilde Gomes De Menezes,"ALMEIDA, CARLOS HENRIQUE DANTAS CAVALCANTI DE",2025,FATORES CONDICIONANTES DA POLÍTICA EDUCACIONAL NO CONTEXTO DO ESTADO BRASILEIRO,artigo,CONTEMPORÂNEA - REVISTA DE ÉTICA E FILOSOFIA POLÍTICA,,,24470961,10.56083/RCV5N8-088,,,,,,
131,Vilde Gomes De Menezes,"LIMA, DIEGO DE MELO",2026,Effect of Physical Activity on Drug Expenditures for the Physical and Mental Health of Primary Care Users,artigo,International Journal of Environmental Research and Public Health,,,16604601,10.3390/ijerph23020221,,Web of Science (JCR); Scopus (SJR),,,90,
132,Vilde Gomes De Menezes,"Nhabomba, Humberto Mateus",2025,"O regulamento de fair play financeiro (FFP) da UEFA: Incidência empírica de critérios do FFP no contexto dos clubes de futebol moçambicanos, 2024",artigo,REVISTA INTERCONTINENTAL DE GESTÃO DESPORTIVA,,,22373373,,,,,,,
